Text	Coref	Values
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('tuổi 40', 2, 8), ('việc', 63, 66))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('tuổi 40', 2, 8), ('lương khởi điểm của công nhân', 69, 97))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('tuổi 40', 2, 8), ('anh', 103, 105))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('tuổi 40', 2, 8), ('mức 5 triệu', 118, 128))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('tuổi 40', 2, 8), ('Tôi', 137, 139))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('tuổi 40', 2, 8), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('tuổi 40', 2, 8), ('anh Hưng', 187, 194))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('được việc', 34, 42))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('Trường hợp', 49, 58))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('việc', 63, 66))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('lương khởi điểm của công nhân', 69, 97))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('anh', 103, 105))	True
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('mức 5 triệu', 118, 128))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('Tôi', 137, 139))	True
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh Hưng', 11, 18), ('anh Hưng', 187, 194))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('được việc', 34, 42), ('Trường hợp', 49, 58))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('được việc', 34, 42), ('việc', 63, 66))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('được việc', 34, 42), ('lương khởi điểm của công nhân', 69, 97))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('được việc', 34, 42), ('anh', 103, 105))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('được việc', 34, 42), ('mức 5 triệu', 118, 128))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('được việc', 34, 42), ('Tôi', 137, 139))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('được việc', 34, 42), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('được việc', 34, 42), ('anh Hưng', 187, 194))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Trường hợp', 49, 58), ('việc', 63, 66))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Trường hợp', 49, 58), ('lương khởi điểm của công nhân', 69, 97))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Trường hợp', 49, 58), ('anh', 103, 105))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Trường hợp', 49, 58), ('mức 5 triệu', 118, 128))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Trường hợp', 49, 58), ('Tôi', 137, 139))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Trường hợp', 49, 58), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Trường hợp', 49, 58), ('anh Hưng', 187, 194))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('việc', 63, 66), ('lương khởi điểm của công nhân', 69, 97))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('việc', 63, 66), ('anh', 103, 105))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('việc', 63, 66), ('mức 5 triệu', 118, 128))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('việc', 63, 66), ('Tôi', 137, 139))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('việc', 63, 66), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('việc', 63, 66), ('anh Hưng', 187, 194))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('lương khởi điểm của công nhân', 69, 97), ('anh', 103, 105))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('lương khởi điểm của công nhân', 69, 97), ('mức 5 triệu', 118, 128))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('lương khởi điểm của công nhân', 69, 97), ('Tôi', 137, 139))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('lương khởi điểm của công nhân', 69, 97), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('lương khởi điểm của công nhân', 69, 97), ('anh Hưng', 187, 194))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh', 103, 105), ('mức 5 triệu', 118, 128))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh', 103, 105), ('Tôi', 137, 139))	True
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh', 103, 105), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('anh', 103, 105), ('anh Hưng', 187, 194))	True
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('mức 5 triệu', 118, 128), ('Tôi', 137, 139))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('mức 5 triệu', 118, 128), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('mức 5 triệu', 118, 128), ('anh Hưng', 187, 194))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Tôi', 137, 139), ('khi Tết', 167, 173))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('Tôi', 137, 139), ('anh Hưng', 187, 194))	False
"Ở tuổi 40, anh Hưng lo sẽ khó tìm được việc mới. Trường hợp có việc, lương khởi điểm của công nhân như anh sẽ quay về mức 5 triệu đồng. ""Tôi không biết xoay xở ra sao khi Tết đã cận kề"", anh Hưng lo lắng."	(('khi Tết', 167, 173), ('anh Hưng', 187, 194))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('Đại học Quốc gia Hà Nội', 31, 53))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('ngành sư phạm tiếng Pháp năm 2003', 57, 89))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('chị Liên', 92, 99))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('công tác tại Học viện Quân y', 106, 133))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('khi', 140, 142))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('chương trình', 155, 166))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('tiếng Pháp', 176, 185))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('chị', 188, 190))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Tốt nghiệp Đại học Ngoại ngữ', 0, 27), ('Học viện Kỹ thuật Quân sự', 218, 242))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Đại học Quốc gia Hà Nội', 31, 53), ('ngành sư phạm tiếng Pháp năm 2003', 57, 89))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Đại học Quốc gia Hà Nội', 31, 53), ('chị Liên', 92, 99))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Đại học Quốc gia Hà Nội', 31, 53), ('công tác tại Học viện Quân y', 106, 133))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Đại học Quốc gia Hà Nội', 31, 53), ('khi', 140, 142))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Đại học Quốc gia Hà Nội', 31, 53), ('chương trình', 155, 166))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Đại học Quốc gia Hà Nội', 31, 53), ('tiếng Pháp', 176, 185))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Đại học Quốc gia Hà Nội', 31, 53), ('chị', 188, 190))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('Đại học Quốc gia Hà Nội', 31, 53), ('Học viện Kỹ thuật Quân sự', 218, 242))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('ngành sư phạm tiếng Pháp năm 2003', 57, 89), ('chị Liên', 92, 99))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('ngành sư phạm tiếng Pháp năm 2003', 57, 89), ('công tác tại Học viện Quân y', 106, 133))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('ngành sư phạm tiếng Pháp năm 2003', 57, 89), ('khi', 140, 142))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('ngành sư phạm tiếng Pháp năm 2003', 57, 89), ('chương trình', 155, 166))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('ngành sư phạm tiếng Pháp năm 2003', 57, 89), ('tiếng Pháp', 176, 185))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('ngành sư phạm tiếng Pháp năm 2003', 57, 89), ('chị', 188, 190))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('ngành sư phạm tiếng Pháp năm 2003', 57, 89), ('Học viện Kỹ thuật Quân sự', 218, 242))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('chị Liên', 92, 99), ('công tác tại Học viện Quân y', 106, 133))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('chị Liên', 92, 99), ('khi', 140, 142))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('chị Liên', 92, 99), ('chương trình', 155, 166))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('chị Liên', 92, 99), ('tiếng Pháp', 176, 185))	False
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('chị Liên', 92, 99), ('chị', 188, 190))	True
Tốt nghiệp Đại học Ngoại ngữ ( Đại học Quốc gia Hà Nội ) ngành sư phạm tiếng Pháp năm 2003, chị Liên nhận công tác tại Học viện Quân y. Sau khi hoàn thành chương trình cao học tiếng Pháp, chị chuyển sang giảng dạy tại Học viện Kỹ thuật Quân sự.	(('chị Liên', 92, 99), ('Học viện Kỹ thuật Quân sự', 218, 242))	False
